Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2017,S12000044,,65-74 years,,Female,,Stroke,,c,,c,51.91
2017,S12000044,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,11.41
2017,S12000044,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,19.62
2017,S12000044,,under75 years,d,All,d,Stroke,,c,,c,11.81
2017,S12000044,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.55
2017,S12000044,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,22.14
2017,S12000044,,under75 years,d,Male,,Stroke,,c,,c,13.85
2017,S12000044,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,2.01
2017,S12000044,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,17.09
2017,S12000044,,under75 years,d,Female,,Stroke,,c,,c,9.77
2017,S12000044,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,3.1
2017,S12000044,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,816.63
2017,S12000044,,75plus years,,All,d,Stroke,,c,,c,463.15
2017,S12000044,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,21.35
2017,S12000044,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,804.63
2017,S12000044,,75plus years,,Male,,Stroke,,c,,c,359.33
2017,S12000044,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,30.66
2017,S12000044,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,828.63
2017,S12000044,,75plus years,,Female,,Stroke,,c,,c,566.96
2017,S12000044,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,12.04
2018,S92000003,d,All,d,All,d,Cerebrovascular Disease,3835,,70.52,,76.38
2018,S92000003,d,All,d,All,d,Stroke,2072,,38.1,,40.45
2018,S92000003,d,All,d,All,d,Subarachnoid Haemorrhage,147,,2.7,,2.69
2018,S92000003,d,All,d,Male,,Cerebrovascular Disease,1622,,61.24,,79.75
2018,S92000003,d,All,d,Male,,Stroke,840,,31.71,,40.33
2018,S92000003,d,All,d,Male,,Subarachnoid Haemorrhage,48,,1.81,,1.97
2018,S92000003,d,All,d,Female,,Cerebrovascular Disease,2213,,79.34,,73.01
2018,S92000003,d,All,d,Female,,Stroke,1232,,44.17,,40.57
2018,S92000003,d,All,d,Female,,Subarachnoid Haemorrhage,99,,3.55,,3.4
2018,S92000003,d,0-44 years,,All,d,Cerebrovascular Disease,30,,1.03,,1.14
2018,S92000003,d,0-44 years,,All,d,Stroke,12,,0.41,,0.46
2018,S92000003,d,0-44 years,,All,d,Subarachnoid Haemorrhage,12,,0.41,,0.45
2018,S92000003,d,0-44 years,,Male,,Cerebrovascular Disease,18,,1.23,,1.38
2018,S92000003,d,0-44 years,,Male,,Stroke,8,,0.55,,0.62
2018,S92000003,d,0-44 years,,Male,,Subarachnoid Haemorrhage,6,,0.41,,0.45
2018,S92000003,d,0-44 years,,Female,,Cerebrovascular Disease,12,,0.83,,0.9
2018,S92000003,d,0-44 years,,Female,,Stroke,4,,0.28,,0.31
2018,S92000003,d,0-44 years,,Female,,Subarachnoid Haemorrhage,6,,0.41,,0.44
2018,S92000003,d,45-64 years,,All,d,Cerebrovascular Disease,283,,18.84,,18.76
2018,S92000003,d,45-64 years,,All,d,Stroke,158,,10.52,,10.45
2018,S92000003,d,45-64 years,,All,d,Subarachnoid Haemorrhage,58,,3.86,,3.79
2018,S92000003,d,45-64 years,,Male,,Cerebrovascular Disease,157,,21.57,,21.4
2018,S92000003,d,45-64 years,,Male,,Stroke,97,,13.33,,13.14
2018,S92000003,d,45-64 years,,Male,,Subarachnoid Haemorrhage,18,,2.47,,2.47
2018,S92000003,d,45-64 years,,Female,,Cerebrovascular Disease,126,,16.27,,16.12
2018,S92000003,d,45-64 years,,Female,,Stroke,61,,7.88,,7.76
2018,S92000003,d,45-64 years,,Female,,Subarachnoid Haemorrhage,40,,5.17,,5.11
2018,S92000003,d,65-74 years,,All,d,Cerebrovascular Disease,528,,92.41,,93.07
2018,S92000003,d,65-74 years,,All,d,Stroke,294,,51.45,,51.81
2018,S92000003,d,65-74 years,,All,d,Subarachnoid Haemorrhage,31,,5.43,,5.31
2018,S92000003,d,65-74 years,,Male,,Cerebrovascular Disease,287,,104.99,,105.38
2018,S92000003,d,65-74 years,,Male,,Stroke,160,,58.53,,58.74
2018,S92000003,d,65-74 years,,Male,,Subarachnoid Haemorrhage,7,,2.56,,2.55
2018,S92000003,d,65-74 years,,Female,,Cerebrovascular Disease,241,,80.87,,80.76
2018,S92000003,d,65-74 years,,Female,,Stroke,134,,44.97,,44.88
2018,S92000003,d,65-74 years,,Female,,Subarachnoid Haemorrhage,24,,8.05,,8.07
2018,S92000003,d,under75 years,d,All,d,Cerebrovascular Disease,841,,16.88,,16.88
2018,S92000003,d,under75 years,d,All,d,Stroke,464,,9.31,,9.3
2018,S92000003,d,under75 years,d,All,d,Subarachnoid Haemorrhage,101,,2.03,,1.98
2018,S92000003,d,under75 years,d,Male,,Cerebrovascular Disease,462,,18.76,,19.21
2018,S92000003,d,under75 years,d,Male,,Stroke,265,,10.76,,10.97
2018,S92000003,d,under75 years,d,Male,,Subarachnoid Haemorrhage,31,,1.26,,1.28
2018,S92000003,d,under75 years,d,Female,,Cerebrovascular Disease,379,,15.03,,14.55
2018,S92000003,d,under75 years,d,Female,,Stroke,199,,7.89,,7.62
2018,S92000003,d,under75 years,d,Female,,Subarachnoid Haemorrhage,70,,2.78,,2.68
2018,S92000003,d,75plus years,,All,d,Cerebrovascular Disease,2994,,658.4,,677.97
2018,S92000003,d,75plus years,,All,d,Stroke,1608,,353.61,,355.44
2018,S92000003,d,75plus years,,All,d,Subarachnoid Haemorrhage,46,,10.12,,9.78
2018,S92000003,d,75plus years,,Male,,Cerebrovascular Disease,1160,,622.06,,691.79
2018,S92000003,d,75plus years,,Male,,Stroke,575,,308.35,,337.12
2018,S92000003,d,75plus years,,Male,,Subarachnoid Haemorrhage,17,,9.12,,8.94
2018,S92000003,d,75plus years,,Female,,Cerebrovascular Disease,1834,,683.67,,664.14
2018,S92000003,d,75plus years,,Female,,Stroke,1033,,385.08,,373.75
2018,S92000003,d,75plus years,,Female,,Subarachnoid Haemorrhage,29,,10.81,,10.62
2018,S12000005,,All,d,All,d,Cerebrovascular Disease,30,,58.37,,64.92
2018,S12000005,,All,d,All,d,Stroke,14,,27.24,,32.26
2018,S12000005,,All,d,All,d,Subarachnoid Haemorrhage,1,,1.95,,2.29
2018,S12000005,,All,d,Male,,Cerebrovascular Disease,15,,59.46,,71.4
2018,S12000005,,All,d,Male,,Stroke,9,,35.68,,44.28
2018,S12000005,,All,d,Male,,Subarachnoid Haemorrhage,1,,3.96,,4.57
2018,S12000005,,All,d,Female,,Cerebrovascular Disease,15,,57.31,,58.45
2018,S12000005,,All,d,Female,,Stroke,5,,19.1,,20.24
2018,S12000005,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,4.23
2018,S12000005,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000005,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,4.23
2018,S12000005,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,8.46
2018,S12000005,,0-44 years,,Male,,Stroke,0,,0,,0
2018,S12000005,,0-44 years,,Male,,Subarachnoid Haemorrhage,,c,,c,8.46
2018,S12000005,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2018,S12000005,,0-44 years,,Female,,Stroke,0,,0,,0
2018,S12000005,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,13.64
2018,S12000005,,45-64 years,,All,d,Stroke,,c,,c,6.35
2018,S12000005,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,27.28
2018,S12000005,,45-64 years,,Male,,Stroke,,c,,c,12.71
2018,S12000005,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,45-64 years,,Female,,Cerebrovascular Disease,0,,0,,0
2018,S12000005,,45-64 years,,Female,,Stroke,0,,0,,0
2018,S12000005,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,49.72
2018,S12000005,,65-74 years,,All,d,Stroke,,c,,c,34.06
2018,S12000005,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,68.12
2018,S12000005,,65-74 years,,Male,,Stroke,,c,,c,68.12
2018,S12000005,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,31.33
2018,S12000005,,65-74 years,,Female,,Stroke,0,,0,,0
2018,S12000005,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,12.22
2018,S12000005,,under75 years,d,All,d,Stroke,,c,,c,5.78
2018,S12000005,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.51
2018,S12000005,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,20.83
2018,S12000005,,under75 years,d,Male,,Stroke,,c,,c,11.56
2018,S12000005,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,5.02
2018,S12000005,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,3.61
2018,S12000005,,under75 years,d,Female,,Stroke,0,,0,,0
2018,S12000005,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,597.82
2018,S12000005,,75plus years,,All,d,Stroke,,c,,c,299.99
2018,S12000005,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,582.77
2018,S12000005,,75plus years,,Male,,Stroke,,c,,c,375.14
2018,S12000005,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,612.88
2018,S12000005,,75plus years,,Female,,Stroke,,c,,c,224.83
2018,S12000005,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000006,,All,d,All,d,Cerebrovascular Disease,143,,96.11,,76.77
2018,S12000006,,All,d,All,d,Stroke,82,,55.11,,43.65
2018,S12000006,,All,d,All,d,Subarachnoid Haemorrhage,6,,4.03,,3.78
2018,S12000006,,All,d,Male,,Cerebrovascular Disease,58,,80.2,,70.25
2018,S12000006,,All,d,Male,,Stroke,34,,47.01,,41.48
2018,S12000006,,All,d,Male,,Subarachnoid Haemorrhage,2,,2.77,,2.08
2018,S12000006,,All,d,Female,,Cerebrovascular Disease,85,,111.16,,83.28
2018,S12000006,,All,d,Female,,Stroke,48,,62.77,,45.81
2018,S12000006,,All,d,Female,,Subarachnoid Haemorrhage,4,,5.23,,5.48
2018,S12000006,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,3.2
2018,S12000006,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000006,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,3.2
2018,S12000006,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2018,S12000006,,0-44 years,,Male,,Stroke,0,,0,,0
2018,S12000006,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000006,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,6.4
2018,S12000006,,0-44 years,,Female,,Stroke,0,,0,,0
2018,S12000006,,0-44 years,,Female,,Subarachnoid Haemorrhage,,c,,c,6.4
2018,S12000006,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,15.2
2018,S12000006,,45-64 years,,All,d,Stroke,,c,,c,6.42
2018,S12000006,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,1.99
2018,S12000006,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,17.34
2018,S12000006,,45-64 years,,Male,,Stroke,,c,,c,8.86
2018,S12000006,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000006,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,13.05
2018,S12000006,,45-64 years,,Female,,Stroke,,c,,c,3.97
2018,S12000006,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,3.98
2018,S12000006,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,91.4
2018,S12000006,,65-74 years,,All,d,Stroke,,c,,c,72.2
2018,S12000006,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,9.48
2018,S12000006,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,127.1
2018,S12000006,,65-74 years,,Male,,Stroke,,c,,c,107.54
2018,S12000006,,65-74 years,,Male,,Subarachnoid Haemorrhage,,c,,c,9.73
2018,S12000006,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,55.7
2018,S12000006,,65-74 years,,Female,,Stroke,,c,,c,36.87
2018,S12000006,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,9.22
2018,S12000006,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,16.87
2018,S12000006,,under75 years,d,All,d,Stroke,,c,,c,10.2
2018,S12000006,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,3.57
2018,S12000006,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,19.72
2018,S12000006,,under75 years,d,Male,,Stroke,,c,,c,14.99
2018,S12000006,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,1.12
2018,S12000006,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,14.03
2018,S12000006,,under75 years,d,Female,,Stroke,,c,,c,5.41
2018,S12000006,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,6.02
2018,S12000006,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,682.37
2018,S12000006,,75plus years,,All,d,Stroke,,c,,c,381.83
2018,S12000006,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,5.87
2018,S12000006,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,581.22
2018,S12000006,,75plus years,,Male,,Stroke,,c,,c,309.35
2018,S12000006,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,11.75
2018,S12000006,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,783.52
2018,S12000006,,75plus years,,Female,,Stroke,,c,,c,454.31
2018,S12000006,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,All,d,All,d,Cerebrovascular Disease,96,,78.79,,84.07
2018,S12000008,,All,d,All,d,Stroke,50,,41.04,,42.37
2018,S12000008,,All,d,All,d,Subarachnoid Haemorrhage,2,,1.64,,1.91
2018,S12000008,,All,d,Male,,Cerebrovascular Disease,36,,60.91,,78.82
2018,S12000008,,All,d,Male,,Stroke,18,,30.45,,37.57
2018,S12000008,,All,d,Male,,Subarachnoid Haemorrhage,2,,3.38,,3.82
2018,S12000008,,All,d,Female,,Cerebrovascular Disease,60,,95.64,,89.33
2018,S12000008,,All,d,Female,,Stroke,32,,51.01,,47.18
2018,S12000008,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2018,S12000008,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000008,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2018,S12000008,,0-44 years,,Male,,Stroke,0,,0,,0
2018,S12000008,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2018,S12000008,,0-44 years,,Female,,Stroke,0,,0,,0
2018,S12000008,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,16.65
2018,S12000008,,45-64 years,,All,d,Stroke,,c,,c,13.73
2018,S12000008,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,11.69
2018,S12000008,,45-64 years,,Male,,Stroke,,c,,c,5.85
2018,S12000008,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,21.61
2018,S12000008,,45-64 years,,Female,,Stroke,,c,,c,21.61
2018,S12000008,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,90.83
2018,S12000008,,65-74 years,,All,d,Stroke,,c,,c,41.6
2018,S12000008,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,7.27
2018,S12000008,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,87.91
2018,S12000008,,65-74 years,,Male,,Stroke,,c,,c,29.41
2018,S12000008,,65-74 years,,Male,,Subarachnoid Haemorrhage,,c,,c,14.55
2018,S12000008,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,93.76
2018,S12000008,,65-74 years,,Female,,Stroke,,c,,c,53.78
2018,S12000008,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,15.33
2018,S12000008,,under75 years,d,All,d,Stroke,,c,,c,8.8
2018,S12000008,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,0.84
2018,S12000008,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,13.55
2018,S12000008,,under75 years,d,Male,,Stroke,,c,,c,5.1
2018,S12000008,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,1.68
2018,S12000008,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,17.11
2018,S12000008,,under75 years,d,Female,,Stroke,,c,,c,12.5
2018,S12000008,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,779.15
2018,S12000008,,75plus years,,All,d,Stroke,,c,,c,381.88
2018,S12000008,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,12.76
2018,S12000008,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,738.79
2018,S12000008,,75plus years,,Male,,Stroke,,c,,c,365.93
2018,S12000008,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,25.52
2018,S12000008,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,819.51
2018,S12000008,,75plus years,,Female,,Stroke,,c,,c,397.83
2018,S12000008,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,All,d,All,d,Cerebrovascular Disease,78,,73.73,,81.1
2018,S12000010,,All,d,All,d,Stroke,47,,44.43,,46.7
2018,S12000010,,All,d,All,d,Subarachnoid Haemorrhage,4,,3.78,,4.36
2018,S12000010,,All,d,Male,,Cerebrovascular Disease,41,,80.84,,101.46
2018,S12000010,,All,d,Male,,Stroke,23,,45.35,,54.26
2018,S12000010,,All,d,Male,,Subarachnoid Haemorrhage,2,,3.94,,5.6
2018,S12000010,,All,d,Female,,Cerebrovascular Disease,37,,67.19,,60.73
2018,S12000010,,All,d,Female,,Stroke,24,,43.58,,39.14
2018,S12000010,,All,d,Female,,Subarachnoid Haemorrhage,2,,3.63,,3.12
2018,S12000010,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2018,S12000010,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000010,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2018,S12000010,,0-44 years,,Male,,Stroke,0,,0,,0
2018,S12000010,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2018,S12000010,,0-44 years,,Female,,Stroke,0,,0,,0
2018,S12000010,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,6.14
2018,S12000010,,45-64 years,,All,d,Stroke,,c,,c,3.14
2018,S12000010,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,6.27
2018,S12000010,,45-64 years,,Male,,Stroke,,c,,c,6.27
2018,S12000010,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,6
2018,S12000010,,45-64 years,,Female,,Stroke,0,,0,,0
2018,S12000010,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,84.83
2018,S12000010,,65-74 years,,All,d,Stroke,,c,,c,59.11
2018,S12000010,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,8.23
2018,S12000010,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,106.19
2018,S12000010,,65-74 years,,Male,,Stroke,,c,,c,71.23
2018,S12000010,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,63.46
2018,S12000010,,65-74 years,,Female,,Stroke,,c,,c,46.99
2018,S12000010,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,16.47
2018,S12000010,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,11.58
2018,S12000010,,under75 years,d,All,d,Stroke,,c,,c,7.73
2018,S12000010,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,0.95
2018,S12000010,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,14.08
2018,S12000010,,under75 years,d,Male,,Stroke,,c,,c,10.05
2018,S12000010,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,9.07
2018,S12000010,,under75 years,d,Female,,Stroke,,c,,c,5.42
2018,S12000010,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,1.9
2018,S12000010,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,784.04
2018,S12000010,,75plus years,,All,d,Stroke,,c,,c,440.7
2018,S12000010,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,38.85
2018,S12000010,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,984.96
2018,S12000010,,75plus years,,Male,,Stroke,,c,,c,501.32
2018,S12000010,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,62.23
2018,S12000010,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,583.11
2018,S12000010,,75plus years,,Female,,Stroke,,c,,c,380.08
2018,S12000010,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,15.48
2018,S12000011,,All,d,All,d,Cerebrovascular Disease,62,,65.15,,57.84
2018,S12000011,,All,d,All,d,Stroke,37,,38.88,,33.41
2018,S12000011,,All,d,All,d,Subarachnoid Haemorrhage,3,,3.15,,3.11
2018,S12000011,,All,d,Male,,Cerebrovascular Disease,19,,41.78,,45.97
2018,S12000011,,All,d,Male,,Stroke,10,,21.99,,24.08
2018,S12000011,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,All,d,Female,,Cerebrovascular Disease,43,,86.52,,69.71
2018,S12000011,,All,d,Female,,Stroke,27,,54.33,,42.74
2018,S12000011,,All,d,Female,,Subarachnoid Haemorrhage,3,,6.04,,6.22
2018,S12000011,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.04
2018,S12000011,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000011,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,2.04
2018,S12000011,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2018,S12000011,,0-44 years,,Male,,Stroke,0,,0,,0
2018,S12000011,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,4.08
2018,S12000011,,0-44 years,,Female,,Stroke,0,,0,,0
2018,S12000011,,0-44 years,,Female,,Subarachnoid Haemorrhage,,c,,c,4.08
2018,S12000011,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,7.63
2018,S12000011,,45-64 years,,All,d,Stroke,,c,,c,7.63
2018,S12000011,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,15.26
2018,S12000011,,45-64 years,,Male,,Stroke,,c,,c,15.26
2018,S12000011,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,45-64 years,,Female,,Cerebrovascular Disease,0,,0,,0
2018,S12000011,,45-64 years,,Female,,Stroke,0,,0,,0
2018,S12000011,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,95.85
2018,S12000011,,65-74 years,,All,d,Stroke,,c,,c,27.84
2018,S12000011,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,9.58
2018,S12000011,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,43.81
2018,S12000011,,65-74 years,,Male,,Stroke,0,,0,,0
2018,S12000011,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,147.89
2018,S12000011,,65-74 years,,Female,,Stroke,,c,,c,55.68
2018,S12000011,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,19.17
2018,S12000011,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,14.49
2018,S12000011,,under75 years,d,All,d,Stroke,,c,,c,5.43
2018,S12000011,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.32
2018,S12000011,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,9.5
2018,S12000011,,under75 years,d,Male,,Stroke,,c,,c,4.44
2018,S12000011,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,19.48
2018,S12000011,,under75 years,d,Female,,Stroke,,c,,c,6.43
2018,S12000011,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,4.63
2018,S12000011,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,496.15
2018,S12000011,,75plus years,,All,d,Stroke,,c,,c,316.28
2018,S12000011,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,11.12
2018,S12000011,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,414.72
2018,S12000011,,75plus years,,Male,,Stroke,,c,,c,222.63
2018,S12000011,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,577.58
2018,S12000011,,75plus years,,Female,,Stroke,,c,,c,409.93
2018,S12000011,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,22.24
2018,S12000013,,All,d,All,d,Cerebrovascular Disease,31,,115.54,,96.43
