approx_year,healthboard_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2018,Lanarkshire,All,Male,Subarachnoid Haemorrhage,45,14.10561027,14.66103241225,11,3.448038,3.506332,NA,NA
2018,Lanarkshire,All,Male,TIAs and related syndromes,176,55.1686090555,65.61540550975,NA,NA,NA,NA,NA
2018,Lanarkshire,under75 years,All,Cerebrovascular Disease,1243.5,204.6122076,204.904431295,118,19.41636,19.83352,NA,NA
2018,Lanarkshire,under75 years,All,Stroke,804.5,132.3767760365,133.1925307495,66,10.86,11.1507,NA,NA
2018,Lanarkshire,under75 years,All,Subarachnoid Haemorrhage,113.5,18.6759031495,18.1482565085,15,2.468181,2.348874,NA,NA
2018,Lanarkshire,under75 years,All,TIAs and related syndromes,179,29.453626990500002,29.22163133925,NA,NA,NA,NA,NA
2018,Lanarkshire,under75 years,Female,Cerebrovascular Disease,506.5,163.700768555,157.18194681,46,14.8672,14.62195,NA,NA
2018,Lanarkshire,under75 years,Female,Stroke,292.5,94.535981845,91.4666211,26,8.403198,8.269741,NA,NA
2018,Lanarkshire,under75 years,Female,Subarachnoid Haemorrhage,72,23.270395531,21.72922847425,7,2.2624,2.145103,NA,NA
2018,Lanarkshire,under75 years,Female,TIAs and related syndromes,77.5,25.0479951905,23.765235189,NA,NA,NA,NA,NA
2018,Lanarkshire,under75 years,Male,Cerebrovascular Disease,737,247.042694445,252.6269157575,72,24.13443,25.0451,NA,NA
2018,Lanarkshire,under75 years,Male,Stroke,512,171.62260454825,174.9184403615,40,13.40802,14.03166,NA,NA
2018,Lanarkshire,under75 years,Male,Subarachnoid Haemorrhage,41.5,13.9108165815,14.567284545,8,2.681603,2.552645,NA,NA
2018,Lanarkshire,under75 years,Male,TIAs and related syndromes,101.5,34.02284055425,34.678027489499996,NA,NA,NA,NA,NA
2018,Lothian,0-44 years,All,Cerebrovascular Disease,70,13.36168555875,14.18482030575,2,0.381762,0.432166,6.5,5.08
2018,Lothian,0-44 years,All,Stroke,28.5,5.4401148345,6.00979050625,1,0.190881,0.229734,8,6.456666666666667
2018,Lothian,0-44 years,All,Subarachnoid Haemorrhage,17,3.2449807785,3.305212864,1,0.190881,0.202432,NA,NA
2018,Lothian,0-44 years,All,TIAs and related syndromes,6.5,1.2407279445,1.326701845,NA,NA,NA,NA,NA
2018,Lothian,0-44 years,Female,Cerebrovascular Disease,36.5,13.8476305375,14.8053212365,1,0.379387,0.459468,5.333333333333333,8.326666666666666
2018,Lothian,0-44 years,Female,Stroke,11.5,4.362952087,4.96100739175,1,0.379387,0.459468,4.5,7.029999999999999
2018,Lothian,0-44 years,Female,Subarachnoid Haemorrhage,10.5,3.983564949,3.957213525,0,0,0,NA,NA
2018,Lothian,0-44 years,Female,TIAs and related syndromes,3,1.138161414,1.215341052,NA,NA,NA,NA,NA
2018,Lothian,0-44 years,Male,Cerebrovascular Disease,33.5,12.86961733125,13.564319375250001,1,0.384168,0.404865,2.5,3.9099999999999997
2018,Lothian,0-44 years,Male,Stroke,17,6.53085058525,7.058573624,0,0,0,5,8.253333333333334
2018,Lothian,0-44 years,Male,Subarachnoid Haemorrhage,6.5,2.49708993,2.6532122035,1,0.384168,0.404865,NA,NA
2018,Lothian,0-44 years,Male,TIAs and related syndromes,3.5,1.3445868855,1.438062638,NA,NA,NA,NA,NA
2018,Lothian,45-64 years,All,Cerebrovascular Disease,475,208.5025130025,210.047355155,45,19.75287,19.82531,51.5,45.65
2018,Lothian,45-64 years,All,Stroke,288,126.41836578850001,128.2251252015,26,11.41277,11.3788,142,128.17
2018,Lothian,45-64 years,All,Subarachnoid Haemorrhage,86.5,37.96940500125,37.6226244585,10,4.389527,4.338943,NA,NA
2018,Lothian,45-64 years,All,TIAs and related syndromes,41,17.997059017,18.22143752,NA,NA,NA,NA,NA
2018,Lothian,45-64 years,Female,Cerebrovascular Disease,225,194.102727775,194.25777718,21,18.11625,18.11149,31.5,54.775
2018,Lothian,45-64 years,Female,Stroke,106.5,91.87529115275,92.45131814300001,11,9.489467,9.429082,48.5,85.64500000000001
2018,Lothian,45-64 years,Female,Subarachnoid Haemorrhage,65.5,56.50546075525,56.203274102,8,6.90143,6.920798,NA,NA
2018,Lothian,45-64 years,Female,TIAs and related syndromes,18,15.528218223,15.56314231575,NA,NA,NA,NA,NA
2018,Lothian,45-64 years,Male,Cerebrovascular Disease,250,223.4197520925,225.8369331025,24,21.4483,21.53912,20,36.195
2018,Lothian,45-64 years,Male,Stroke,181.5,162.20274000625,163.99893229,15,13.40519,13.32852,93.5,172.345
2018,Lothian,45-64 years,Male,Subarachnoid Haemorrhage,21,18.7672591745,19.041974815,2,1.787358,1.757088,NA,NA
2018,Lothian,45-64 years,Male,TIAs and related syndromes,23,20.55461719325,20.879732727,NA,NA,NA,NA,NA
2018,Lothian,65-74 years,All,Cerebrovascular Disease,441.5,544.0810390625,550.7187359175,61,75.17314,75.44421,80,67.37
2018,Lothian,65-74 years,All,Stroke,353,435.01836195174997,441.517108849,37,45.59683,45.40398,664.5,537.08
2018,Lothian,65-74 years,All,Subarachnoid Haemorrhage,18.5,22.79841273975,21.994660225,3,3.69704,3.516129,NA,NA
2018,Lothian,65-74 years,All,TIAs and related syndromes,38,46.8291721085,47.34514462125,NA,NA,NA,NA,NA
2018,Lothian,65-74 years,Female,Cerebrovascular Disease,181.5,424.2537575,424.0630274875,32,74.79956,74.69296,45.5,69.24
2018,Lothian,65-74 years,Female,Stroke,134,313.2231598,313.0298169,22,51.4247,51.335,350.5,502.42499999999995
2018,Lothian,65-74 years,Female,Subarachnoid Haemorrhage,16,37.39978027425,37.394842609,3,7.012459,7.032259,NA,NA
2018,Lothian,65-74 years,Female,TIAs and related syndromes,16.5,38.56852341175,38.5599771225,NA,NA,NA,NA,NA
2018,Lothian,65-74 years,Male,Cerebrovascular Disease,260,677.701029545,677.374444075,29,75.58973,76.19545,34.5,64.97
2018,Lothian,65-74 years,Male,Stroke,219,570.8327904074999,570.0044008725,15,39.09814,39.47296,314,575.815
2018,Lothian,65-74 years,Male,Subarachnoid Haemorrhage,2.5,6.516356054,6.59447784,0,0,0,NA,NA
2018,Lothian,65-74 years,Male,TIAs and related syndromes,21.5,56.0406620575,56.13031211,NA,NA,NA,NA,NA
2018,Lothian,75plus years,All,Cerebrovascular Disease,1076,1657.3479350375,1638.0216529875,426,656.1619,655.9769,45.333333333333336,102.24
2018,Lothian,75plus years,All,Stroke,888,1367.77413262,1343.0846170775,227,349.645,342.0898,486,1234.6399999999999
2018,Lothian,75plus years,All,Subarachnoid Haemorrhage,19,29.26543752,26.261707955,10,15.40286,15.76988,NA,NA
2018,Lothian,75plus years,All,TIAs and related syndromes,110,169.43148035,171.404659,NA,NA,NA,NA,NA
2018,Lothian,75plus years,Female,Cerebrovascular Disease,651.5,1690.05681104,1640.1238969825,268,695.2191,656.4436,28.666666666666668,106.38666666666667
2018,Lothian,75plus years,Female,Stroke,537.5,1394.3292950225,1346.6417246825001,146,378.7387,356.2157,295.3333333333333,1263.12
2018,Lothian,75plus years,Female,Subarachnoid Haemorrhage,16.5,42.802666735,44.183744425,6,15.56461,15.89485,NA,NA
2018,Lothian,75plus years,Female,TIAs and related syndromes,65.5,169.91361642500001,162.93576525,NA,NA,NA,NA,NA
2018,Lothian,75plus years,Male,Cerebrovascular Disease,424.5,1609.5396981775,1635.9194084925,158,599.0748,655.5102,16.666666666666668,98.07333333333334
2018,Lothian,75plus years,Male,Stroke,350.5,1328.960339726,1339.5275097224999,81,307.1206,327.9639,190.66666666666666,1178.2333333333333
2018,Lothian,75plus years,Male,Subarachnoid Haemorrhage,2.5,9.479032381,8.339671484250001,4,15.16645,15.6449,NA,NA
2018,Lothian,75plus years,Male,TIAs and related syndromes,44.5,168.72677635,179.873552725,NA,NA,NA,NA,NA
2018,Lothian,All,All,Cerebrovascular Disease,2062.5,229.73590119,268.569768075,534,59.48071,72.44664,243,27.07
2018,Lothian,All,All,Stroke,1557.5,173.485413843,204.46185702699998,291,32.41365,38.69494,1337,148.92
2018,Lothian,All,All,Subarachnoid Haemorrhage,141,15.705581608749998,16.42780346875,24,2.67329,3.047616,NA,NA
2018,Lothian,All,All,TIAs and related syndromes,195.5,21.77617875525,25.94275943475,NA,NA,NA,NA,NA
2018,Lothian,All,Female,Cerebrovascular Disease,1094.5,237.50572336250002,251.610953045,322,69.87377,71.97034,146,31.68
2018,Lothian,All,Female,Stroke,789.5,171.32093980349998,181.24442929625002,180,39.05987,40.1964,678,147.13
2018,Lothian,All,Female,Subarachnoid Haemorrhage,108.5,23.544423010499997,24.933758414750002,17,3.688988,4.002935,NA,NA
2018,Lothian,All,Female,TIAs and related syndromes,103,22.3509269125,23.493533352,NA,NA,NA,NA,NA
2018,Lothian,All,Male,Cerebrovascular Disease,968,221.54122201175,285.5285831575,212,48.51936,72.92294,97,22.2
2018,Lothian,All,Male,Stroke,768,175.7682422465,227.67928475775,111,25.404,37.19347,659,150.82
2018,Lothian,All,Male,Subarachnoid Haemorrhage,32.5,7.43810921,7.92184852375,7,1.602054,2.092296,NA,NA
2018,Lothian,All,Male,TIAs and related syndromes,92.5,21.1700031345,28.391985514749997,NA,NA,NA,NA,NA
2018,Lothian,under75 years,All,Cerebrovascular Disease,986.5,118.44912691249999,133.1294717975,108,12.96757,14.73485,NA,NA
2018,Lothian,under75 years,All,Stroke,669.5,80.38691380125,91.85081481425,64,7.684485,8.688854,NA,NA
2018,Lothian,under75 years,All,Subarachnoid Haemorrhage,122,14.64854889375,15.45521951,14,1.680981,1.78937,NA,NA
2018,Lothian,under75 years,All,TIAs and related syndromes,85.5,10.265991232,11.55641772025,NA,NA,NA,NA,NA
2018,Lothian,under75 years,Female,Cerebrovascular Disease,443,104.9062001075,114.2854970425,54,12.78766,14.16529,NA,NA
2018,Lothian,under75 years,Female,Stroke,252,59.675761696,65.98535613775,34,8.051492,8.941753,NA,NA
2018,Lothian,under75 years,Female,Subarachnoid Haemorrhage,92,21.78638919025,23.02991364375,11,2.604894,2.826812,NA,NA
2018,Lothian,under75 years,Female,TIAs and related syndromes,37.5,8.88032168075,9.7025433845,NA,NA,NA,NA,NA
2018,Lothian,under75 years,Male,Cerebrovascular Disease,543.5,132.378551502,151.9734465495,54,13.15261,15.30441,NA,NA
2018,Lothian,under75 years,Male,Stroke,417.5,101.68913570475,117.71627350325,30,7.307004,8.435956,NA,NA
2018,Lothian,under75 years,Male,Subarachnoid Haemorrhage,30,7.307003764,7.88052537325,3,0.7307,0.751929,NA,NA
2018,Lothian,under75 years,Male,TIAs and related syndromes,48,11.69120602,13.410292054,NA,NA,NA,NA,NA
2018,Orkney,0-44 years,All,Cerebrovascular Disease,0,0,27.507453355,0,0,0,1,41.79
2018,Orkney,0-44 years,All,Stroke,0,0,16.09639441,0,0,0,1,41.79
2018,Orkney,0-44 years,All,Subarachnoid Haemorrhage,0,0,11.411058945,0,0,0,NA,NA
2018,Orkney,0-44 years,All,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Orkney,0-44 years,Female,Cerebrovascular Disease,0,0,32.192788815,0,0,0,NA,NA
2018,Orkney,0-44 years,Female,Stroke,0,0,32.192788815,0,0,0,1,79.81
2018,Orkney,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Orkney,0-44 years,Male,Cerebrovascular Disease,0,0,22.822117895,0,0,0,1,87.72
2018,Orkney,0-44 years,Male,Stroke,0,0,0,0,0,0,NA,NA
2018,Orkney,0-44 years,Male,Subarachnoid Haemorrhage,0,0,22.822117895,0,0,0,NA,NA
2018,Orkney,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Orkney,45-64 years,All,Cerebrovascular Disease,NA,NA,125.3416964525,NA,NA,13.30168,NA,NA
2018,Orkney,45-64 years,All,Stroke,NA,NA,111.361472915,NA,NA,13.30168,2.5,75.135
2018,Orkney,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,45-64 years,All,TIAs and related syndromes,0,0,13.980223525,NA,NA,NA,NA,NA
2018,Orkney,45-64 years,Female,Cerebrovascular Disease,0,0,63.10276001,0,0,0,NA,NA
2018,Orkney,45-64 years,Female,Stroke,0,0,63.10276001,0,0,0,1,60.394999999999996
2018,Orkney,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,45-64 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Orkney,45-64 years,Male,Cerebrovascular Disease,NA,NA,187.58063285,NA,NA,26.60336,NA,NA
2018,Orkney,45-64 years,Male,Stroke,NA,NA,159.6201858,NA,NA,26.60336,3,174.62
2018,Orkney,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,45-64 years,Male,TIAs and related syndromes,0,0,27.960447045,NA,NA,NA,NA,NA
2018,Orkney,65-74 years,All,Cerebrovascular Disease,NA,NA,345.988520795,NA,NA,34.64349,3.5,74.625
2018,Orkney,65-74 years,All,Stroke,0,0,258.62713155,NA,NA,34.64349,23.5,526.53
2018,Orkney,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,65-74 years,All,TIAs and related syndromes,0,0,34.37283478,NA,NA,NA,NA,NA
2018,Orkney,65-74 years,Female,Cerebrovascular Disease,0,0,346.06113445,NA,NA,69.28697,2,72.86
2018,Orkney,65-74 years,Female,Stroke,0,0,311.4176474,NA,NA,69.28697,12,518.855
2018,Orkney,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,65-74 years,Female,TIAs and related syndromes,0,0,34.643487025,NA,NA,NA,NA,NA
2018,Orkney,65-74 years,Male,Cerebrovascular Disease,NA,NA,345.915907165,0,0,0,2.5,115.03
2018,Orkney,65-74 years,Male,Stroke,0,0,205.83661569,0,0,0,11.5,534.96
2018,Orkney,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,65-74 years,Male,TIAs and related syndromes,0,0,34.10218254,NA,NA,NA,NA,NA
2018,Orkney,75plus years,All,Cerebrovascular Disease,0,0,1268.030302,NA,NA,625.6148,3.3333333333333335,241.69
2018,Orkney,75plus years,All,Stroke,0,0,902.8060395,NA,NA,421.3746,18,1312.71
2018,Orkney,75plus years,All,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,75plus years,All,TIAs and related syndromes,0,0,78.80220645,NA,NA,NA,NA,NA
2018,Orkney,75plus years,Female,Cerebrovascular Disease,0,0,950.2274933250001,NA,NA,599.5736,1.3333333333333333,180.15333333333334
2018,Orkney,75plus years,Female,Stroke,0,0,712.716204075,NA,NA,440.3416,9.333333333333334,1261.0833333333333
2018,Orkney,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,75plus years,Female,TIAs and related syndromes,0,0,157.6044129,NA,NA,NA,NA,NA
2018,Orkney,75plus years,Male,Cerebrovascular Disease,0,0,1585.8331107499998,NA,NA,651.656,2,322.57
2018,Orkney,75plus years,Male,Stroke,0,0,1092.8958745,NA,NA,402.4077,8.666666666666666,1362.8666666666668
2018,Orkney,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,75plus years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Orkney,All,All,Cerebrovascular Disease,49.5,223.0734564875,198.52109624575002,15,67.59802,63.46785,7,31.55
2018,Orkney,All,All,Stroke,37.5,168.99504279375,146.6112356425,11,49.57188,45.08623,43,193.78
2018,Orkney,All,All,Subarachnoid Haemorrhage,1,4.506534475,6.16197183,0,0,0,NA,NA
2018,Orkney,All,All,TIAs and related syndromes,4,18.0261379,14.406105465,NA,NA,NA,NA,NA
2018,Orkney,All,Female,Cerebrovascular Disease,21,188.32391715,155.9632309,9,80.71025,61.23676,2,17.94
2018,Orkney,All,Female,Stroke,17.5,156.9365976,130.9496487,7,62.77464,46.90587,22,197.29
2018,Orkney,All,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,All,Female,TIAs and related syndromes,2.5,22.419513945,17.8219633,NA,NA,NA,NA,NA
2018,Orkney,All,Male,Cerebrovascular Disease,28.5,258.1755593775,241.0789616175,6,54.35275,65.69893,5,45.29
2018,Orkney,All,Male,Stroke,20,181.17583113925,162.27282261,4,36.23517,43.26658,21,190.23
2018,Orkney,All,Male,Subarachnoid Haemorrhage,1,9.058791555,12.32394366,0,0,0,NA,NA
2018,Orkney,All,Male,TIAs and related syndromes,1.5,13.588187335,10.990247635,NA,NA,NA,NA,NA
2018,Orkney,under75 years,All,Cerebrovascular Disease,NA,NA,92.745460498,NA,NA,7.8708920000000004,NA,NA
2018,Orkney,under75 years,All,Stroke,NA,NA,71.8227385925,NA,NA,7.8708920000000004,NA,NA
2018,Orkney,under75 years,All,Subarachnoid Haemorrhage,0,0,6.771397615,0,0,0,NA,NA
2018,Orkney,under75 years,All,TIAs and related syndromes,0,0,8.037260315,NA,NA,NA,NA,NA
2018,Orkney,under75 years,Female,Cerebrovascular Disease,0,0,77.409622505,NA,NA,7.994651,NA,NA
2018,Orkney,under75 years,Female,Stroke,0,0,73.4122970925,NA,NA,7.994651,NA,NA
2018,Orkney,under75 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Orkney,under75 years,Female,TIAs and related syndromes,0,0,3.997325426,NA,NA,NA,NA,NA
2018,Orkney,under75 years,Male,Cerebrovascular Disease,NA,NA,108.081298505,NA,NA,7.747134,NA,NA
2018,Orkney,under75 years,Male,Stroke,NA,NA,70.23318009775,NA,NA,7.747134,NA,NA
2018,Orkney,under75 years,Male,Subarachnoid Haemorrhage,0,0,13.542795235,0,0,0,NA,NA
2018,Orkney,under75 years,Male,TIAs and related syndromes,0,0,12.0771952,NA,NA,NA,NA,NA
2018,r,0-44 years,All,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,2,NA
2018,r,0-44 years,All,Stroke,NA,NA,NA,NA,NA,NA,5.5,NA
2018,r,0-44 years,Female,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,1,NA
2018,r,0-44 years,Female,Stroke,NA,NA,NA,NA,NA,NA,2,NA
2018,r,0-44 years,Male,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,1,NA
2018,r,0-44 years,Male,Stroke,NA,NA,NA,NA,NA,NA,3.5,NA
2018,r,45-64 years,All,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,4,NA
2018,r,45-64 years,All,Stroke,NA,NA,NA,NA,NA,NA,19.5,NA
2018,r,45-64 years,Female,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,2,NA
2018,r,45-64 years,Female,Stroke,NA,NA,NA,NA,NA,NA,6,NA
2018,r,45-64 years,Male,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,2,NA
2018,r,45-64 years,Male,Stroke,NA,NA,NA,NA,NA,NA,13.5,NA
2018,r,65-74 years,All,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,7,NA
2018,r,65-74 years,All,Stroke,NA,NA,NA,NA,NA,NA,57.5,NA
2018,r,65-74 years,Female,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,4.5,NA
2018,r,65-74 years,Female,Stroke,NA,NA,NA,NA,NA,NA,24,NA
2018,r,65-74 years,Male,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,2.5,NA
2018,r,65-74 years,Male,Stroke,NA,NA,NA,NA,NA,NA,33.5,NA
2018,r,75plus years,All,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,4,NA
2018,r,75plus years,All,Stroke,NA,NA,NA,NA,NA,NA,22,NA
2018,r,75plus years,Female,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,2,NA
2018,r,75plus years,Female,Stroke,NA,NA,NA,NA,NA,NA,12,NA
2018,r,75plus years,Male,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,3,NA
2018,r,75plus years,Male,Stroke,NA,NA,NA,NA,NA,NA,10,NA
2018,r,All,All,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,20,NA
2018,r,All,All,Stroke,NA,NA,NA,NA,NA,NA,124,NA
2018,r,All,Female,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,11,NA
2018,r,All,Female,Stroke,NA,NA,NA,NA,NA,NA,49,NA
2018,r,All,Male,Cerebrovascular Disease,NA,NA,NA,NA,NA,NA,9,NA
2018,r,All,Male,Stroke,NA,NA,NA,NA,NA,NA,75,NA
2018,Shetland,0-44 years,All,Cerebrovascular Disease,0,0,36.4646800325,0,0,0,1,35.96
2018,Shetland,0-44 years,All,Stroke,0,0,18.15541031,0,0,0,2,71.92
2018,Shetland,0-44 years,All,Subarachnoid Haemorrhage,0,0,18.30926972025,0,0,0,NA,NA
2018,Shetland,0-44 years,All,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Shetland,0-44 years,Female,Cerebrovascular Disease,0,0,0,0,0,0,NA,NA
2018,Shetland,0-44 years,Female,Stroke,0,0,0,0,0,0,NA,NA
2018,Shetland,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Shetland,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Shetland,0-44 years,Male,Cerebrovascular Disease,0,0,72.92936006,0,0,0,1,70.32
2018,Shetland,0-44 years,Male,Stroke,0,0,36.3108206225,0,0,0,2,140.65
2018,Shetland,0-44 years,Male,Subarachnoid Haemorrhage,0,0,36.618539445,0,0,0,NA,NA
2018,Shetland,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Shetland,45-64 years,All,Cerebrovascular Disease,0,0,110.50040300750001,NA,NA,14.64522,2,62.58
2018,Shetland,45-64 years,All,Stroke,0,0,36.8550936975,0,0,0,1.5,46.019999999999996
2018,Shetland,45-64 years,All,Subarachnoid Haemorrhage,0,0,58.580878212500004,0,0,0,NA,NA
2018,Shetland,45-64 years,All,TIAs and related syndromes,0,0,7.74182132,NA,NA,NA,NA,NA
2018,Shetland,45-64 years,Female,Cerebrovascular Disease,0,0,147.29061865,NA,NA,29.29044,2,127.31
2018,Shetland,45-64 years,Female,Stroke,0,0,0,0,0,0,NA,NA
2018,Shetland,45-64 years,Female,Subarachnoid Haemorrhage,0,0,117.161756455,0,0,0,NA,NA
2018,Shetland,45-64 years,Female,TIAs and related syndromes,0,0,15.48364264,NA,NA,NA,NA,NA
2018,Shetland,45-64 years,Male,Cerebrovascular Disease,0,0,73.7101873975,0,0,0,NA,NA
2018,Shetland,45-64 years,Male,Stroke,0,0,73.7101873975,0,0,0,1.5,90.645
2018,Shetland,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Shetland,45-64 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Shetland,65-74 years,All,Cerebrovascular Disease,0,0,149.9377558925,NA,NA,37.36159,3,65.86
2018,Shetland,65-74 years,All,Stroke,0,0,149.9377558925,0,0,0,11.5,302.485
2018,Shetland,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Shetland,65-74 years,All,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Shetland,65-74 years,Female,Cerebrovascular Disease,0,0,0,0,0,0,1,42.41
2018,Shetland,65-74 years,Female,Stroke,0,0,0,0,0,0,7,296.86
2018,Shetland,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Shetland,65-74 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Shetland,65-74 years,Male,Cerebrovascular Disease,0,0,299.87551175,NA,NA,74.72318,2,91.03
2018,Shetland,65-74 years,Male,Stroke,0,0,299.87551175,0,0,0,8,453.15
2018,Shetland,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Shetland,65-74 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Shetland,75plus years,All,Cerebrovascular Disease,0,0,712.399846725,NA,NA,463.0476,3,176.82999999999998
2018,Shetland,75plus years,All,Stroke,0,0,297.2662958025,NA,NA,157.5279,7.333333333333333,624.1866666666667
2018,Shetland,75plus years,All,Subarachnoid Haemorrhage,0,0,26.267402155,0,0,0,NA,NA
2018,Shetland,75plus years,All,TIAs and related syndromes,0,0,341.5793865025,NA,NA,NA,NA,NA
2018,Shetland,75plus years,Female,Cerebrovascular Disease,0,0,756.85718155,NA,NA,459.458,1,108.07499999999999
2018,Shetland,75plus years,Female,Stroke,0,0,318.2558082,NA,NA,182.7807,4.666666666666667,712.5233333333333
2018,Shetland,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Shetland,75plus years,Female,TIAs and related syndromes,0,0,395.468178,NA,NA,NA,NA,NA
2018,Shetland,75plus years,Male,Cerebrovascular Disease,0,0,667.9425119,NA,NA,466.6373,2,259.64
2018,Shetland,75plus years,Male,Stroke,0,0,276.27678335,NA,NA,132.2751,2.6666666666666665,489.6566666666667
2018,Shetland,75plus years,Male,Subarachnoid Haemorrhage,0,0,52.5348043,0,0,0,NA,NA
2018,Shetland,75plus years,Male,TIAs and related syndromes,0,0,287.690595,NA,NA,NA,NA,NA
2018,Shetland,All,All,Cerebrovascular Disease,30,130.49151805,128.832984605,10,43.49717,49.47824,6,26.1
2018,Shetland,All,All,Stroke,14.5,63.0709003975,62.067952392500004,3,13.04915,14.17751,22,95.69
2018,Shetland,All,All,Subarachnoid Haemorrhage,6.5,28.273162245,27.775004575,0,0,0,NA,NA
2018,Shetland,All,All,TIAs and related syndromes,7.5,32.62287951425,32.79372743625,NA,NA,NA,NA,NA
2018,Shetland,All,Female,Cerebrovascular Disease,13.5,119.71268953999999,107.1491603,6,53.20564,49.11319,3,26.6
2018,Shetland,All,Female,Stroke,3.5,31.036623215,28.64302274,2,17.73521,16.45026,7,62.07
2018,Shetland,All,Female,Subarachnoid Haemorrhage,4,35.4704265325,31.04786546,0,0,0,NA,NA
2018,Shetland,All,Female,TIAs and related syndromes,5,44.338033165,39.69530132,NA,NA,NA,NA,NA
2018,Shetland,All,Male,Cerebrovascular Disease,16.5,140.86911978,150.51680891,4,34.15009,49.84329,3,25.61
2018,Shetland,All,Male,Stroke,11,93.9127465225,95.4928820475,1,8.537522,11.90476,15,128.06
2018,Shetland,All,Male,Subarachnoid Haemorrhage,2.5,21.343806025,24.502143687500002,0,0,0,NA,NA
2018,Shetland,All,Male,TIAs and related syndromes,2.5,21.343806025,25.89215355,NA,NA,NA,NA,NA
2018,Shetland,under75 years,All,Cerebrovascular Disease,0,0,71.117580645,NA,NA,8.57577,NA,NA
2018,Shetland,under75 years,All,Stroke,0,0,38.806577765,0,0,0,NA,NA
2018,Shetland,under75 years,All,Subarachnoid Haemorrhage,0,0,27.9241081075,0,0,0,NA,NA
2018,Shetland,under75 years,All,TIAs and related syndromes,0,0,2.254486428,NA,NA,NA,NA,NA
2018,Shetland,under75 years,Female,Cerebrovascular Disease,0,0,42.8923230125,NA,NA,8.529633,NA,NA
2018,Shetland,under75 years,Female,Stroke,0,0,0,0,0,0,NA,NA
2018,Shetland,under75 years,Female,Subarachnoid Haemorrhage,0,0,34.118533472500005,0,0,0,NA,NA
