approx_year,council_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2017,West Dunbartonshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,2.7324964085,0,0,0,NA,NA
2017,West Dunbartonshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2017,West Dunbartonshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,322.705909915,NA,NA,29.15,6,86.445
2017,West Dunbartonshire,45-64 years,Female,Stroke,0,0,179.60227635,NA,NA,14.34,6.5,94.78999999999999
2017,West Dunbartonshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,73.46348257,NA,NA,7.4,NA,NA
2017,West Dunbartonshire,45-64 years,Female,TIAs and related syndromes,0,0,22.204814745,NA,NA,NA,NA,NA
2017,West Dunbartonshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,309.03060454250004,NA,NA,23.57,2.5,40.25
2017,West Dunbartonshire,45-64 years,Male,Stroke,0,0,204.37905485,NA,NA,15.54,9.5,154.865
2017,West Dunbartonshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,11.265294804,0,0,0,NA,NA
2017,West Dunbartonshire,45-64 years,Male,TIAs and related syndromes,0,0,56.67093915,NA,NA,NA,NA,NA
2017,West Dunbartonshire,65-74 years,Female,Cerebrovascular Disease,0,0,1127.329596,NA,NA,40.85,6.5,79.41499999999999
2017,West Dunbartonshire,65-74 years,Female,Stroke,0,0,812.296630975,NA,NA,19.12,48,620.885
2017,West Dunbartonshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,76.4685436025,0,0,0,NA,NA
2017,West Dunbartonshire,65-74 years,Female,TIAs and related syndromes,0,0,171.6544457,NA,NA,NA,NA,NA
2017,West Dunbartonshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,1022.3242431075,NA,NA,46.47,6,98.655
2017,West Dunbartonshire,65-74 years,Male,Stroke,0,0,903.3507391,NA,NA,21.83,34,581.185
2017,West Dunbartonshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2017,West Dunbartonshire,65-74 years,Male,TIAs and related syndromes,0,0,46.46928378,NA,NA,NA,NA,NA
2017,West Dunbartonshire,75plus years,Female,Cerebrovascular Disease,NA,NA,2575.3422799375,NA,NA,698.89,6,226.56333333333333
2017,West Dunbartonshire,75plus years,Female,Stroke,NA,NA,1776.8308348425,NA,NA,267.65,34.666666666666664,1307.3400000000001
2017,West Dunbartonshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2017,West Dunbartonshire,75plus years,Female,TIAs and related syndromes,0,0,515.7180251249999,NA,NA,NA,NA,NA
2017,West Dunbartonshire,75plus years,Male,Cerebrovascular Disease,NA,NA,2312.14198325,NA,NA,681.87,4,252.99
2017,West Dunbartonshire,75plus years,Male,Stroke,NA,NA,1757.1837934100001,NA,NA,296.1,16,842.9366666666667
2017,West Dunbartonshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2017,West Dunbartonshire,75plus years,Male,TIAs and related syndromes,0,0,324.53149215,NA,NA,NA,NA,NA
2017,West Lothian,0-44 years,Female,Cerebrovascular Disease,NA,NA,25.128818184500002,0,0,0,2,17.19
2017,West Lothian,0-44 years,Female,Stroke,0,0,24.16353855,0,0,0,3,24.6
2017,West Lothian,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2017,West Lothian,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2017,West Lothian,0-44 years,Male,Cerebrovascular Disease,0,0,21.922221055,NA,NA,2.06,1,8.97
2017,West Lothian,0-44 years,Male,Stroke,0,0,18.75019434,0,0,0,2.5,21.605
2017,West Lothian,0-44 years,Male,Subarachnoid Haemorrhage,0,0,2.0933977455,0,0,0,NA,NA
2017,West Lothian,0-44 years,Male,TIAs and related syndromes,0,0,1.07862897,NA,NA,NA,NA,NA
2017,West Lothian,45-64 years,Female,Cerebrovascular Disease,NA,NA,345.2318495925,NA,NA,15.72,13,103.405
2017,West Lothian,45-64 years,Female,Stroke,0,0,137.3330453025,0,0,0,11.5,89.49000000000001
2017,West Lothian,45-64 years,Female,Subarachnoid Haemorrhage,0,0,118.496376505,NA,NA,7.73,NA,NA
2017,West Lothian,45-64 years,Female,TIAs and related syndromes,0,0,32.64444641,NA,NA,NA,NA,NA
2017,West Lothian,45-64 years,Male,Cerebrovascular Disease,NA,NA,254.7330454125,NA,NA,25.11,3.5,29.915
2017,West Lothian,45-64 years,Male,Stroke,0,0,206.04983825,NA,NA,21.15,19,158.525
2017,West Lothian,45-64 years,Male,Subarachnoid Haemorrhage,0,0,5.73742275,0,0,0,NA,NA
2017,West Lothian,45-64 years,Male,TIAs and related syndromes,0,0,21.79765073,NA,NA,NA,NA,NA
2017,West Lothian,65-74 years,Female,Cerebrovascular Disease,NA,NA,538.5693094575,NA,NA,66.38,7,55.835
2017,West Lothian,65-74 years,Female,Stroke,0,0,366.1786889,NA,NA,33.55,57,412.515
2017,West Lothian,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2017,West Lothian,65-74 years,Female,TIAs and related syndromes,0,0,104.1891438575,NA,NA,NA,NA,NA
2017,West Lothian,65-74 years,Male,Cerebrovascular Disease,NA,NA,821.431391495,NA,NA,87.84,13.5,118.07499999999999
2017,West Lothian,65-74 years,Male,Stroke,0,0,693.86857345,NA,NA,38.67,61,553.23
2017,West Lothian,65-74 years,Male,Subarachnoid Haemorrhage,0,0,17.538265305,NA,NA,11.69,NA,NA
2017,West Lothian,65-74 years,Male,TIAs and related syndromes,0,0,67.9031933525,NA,NA,NA,NA,NA
2017,West Lothian,75plus years,Female,Cerebrovascular Disease,0,0,1814.0348047500001,NA,NA,618.92,2.6666666666666665,69.20333333333333
2017,West Lothian,75plus years,Female,Stroke,0,0,1475.725146075,NA,NA,302,45.333333333333336,1106.3966666666668
2017,West Lothian,75plus years,Female,Subarachnoid Haemorrhage,0,0,8.69414015,NA,NA,17.39,NA,NA
2017,West Lothian,75plus years,Female,TIAs and related syndromes,0,0,295.047222375,NA,NA,NA,NA,NA
2017,West Lothian,75plus years,Male,Cerebrovascular Disease,NA,NA,1610.4970285775,NA,NA,583.05,8.666666666666666,287.64
2017,West Lothian,75plus years,Male,Stroke,0,0,1137.57785905,NA,NA,219.55,28,1003.7666666666667
2017,West Lothian,75plus years,Male,Subarachnoid Haemorrhage,0,0,63.2730230525,0,0,0,NA,NA
2017,West Lothian,75plus years,Male,TIAs and related syndromes,0,0,234.63910945,NA,NA,NA,NA,NA
2018,Aberdeen City,0-44 years,Female,Cerebrovascular Disease,NA,NA,5.37556498,NA,NA,1.56,2,9.65
2018,Aberdeen City,0-44 years,Female,Stroke,NA,NA,3.250613152,0,0,0,4,19.29
2018,Aberdeen City,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Aberdeen City,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Aberdeen City,0-44 years,Male,Cerebrovascular Disease,NA,NA,12.74366440675,NA,NA,1.8,1,6.15
2018,Aberdeen City,0-44 years,Male,Stroke,0,0,11.84283307,0,0,0,2.6666666666666665,15.01
2018,Aberdeen City,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NA,NA,1.8,NA,NA
2018,Aberdeen City,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Aberdeen City,45-64 years,Female,Cerebrovascular Disease,NA,NA,119.77427971,NA,NA,36.81,6,44.16
2018,Aberdeen City,45-64 years,Female,Stroke,0,0,63.9209228925,NA,NA,10.86,13,96.22
2018,Aberdeen City,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,32.3588788635,NA,NA,11.1,NA,NA
2018,Aberdeen City,45-64 years,Female,TIAs and related syndromes,0,0,1.8598249905,NA,NA,NA,NA,NA
2018,Aberdeen City,45-64 years,Male,Cerebrovascular Disease,NA,NA,168.8284836425,NA,NA,29.12,3.5,26.03
2018,Aberdeen City,45-64 years,Male,Stroke,NA,NA,116.33603456499999,NA,NA,14.5,19.5,144.535
2018,Aberdeen City,45-64 years,Male,Subarachnoid Haemorrhage,0,0,21.594338025,NA,NA,3.72,NA,NA
2018,Aberdeen City,45-64 years,Male,TIAs and related syndromes,NA,NA,14.48490453,NA,NA,NA,NA,NA
2018,Aberdeen City,65-74 years,Female,Cerebrovascular Disease,NA,NA,323.6385784825,NA,NA,151.22,14.5,93.4
2018,Aberdeen City,65-74 years,Female,Stroke,0,0,212.09777075,NA,NA,90.79,79,474.91999999999996
2018,Aberdeen City,65-74 years,Female,Subarachnoid Haemorrhage,0,0,5.111533665,0,0,0,NA,NA
2018,Aberdeen City,65-74 years,Female,TIAs and related syndromes,0,0,55.466092904999996,NA,NA,NA,NA,NA
2018,Aberdeen City,65-74 years,Male,Cerebrovascular Disease,NA,NA,514.3973205899999,NA,NA,120.48,14.5,107.11500000000001
2018,Aberdeen City,65-74 years,Male,Stroke,NA,NA,415.266850915,NA,NA,32.99,88.5,669.585
2018,Aberdeen City,65-74 years,Male,Subarachnoid Haemorrhage,0,0,35.242855312500005,0,0,0,NA,NA
2018,Aberdeen City,65-74 years,Male,TIAs and related syndromes,0,0,32.29093634,NA,NA,NA,NA,NA
2018,Aberdeen City,75plus years,Female,Cerebrovascular Disease,NA,NA,1010.76173461075,NA,NA,750.02,8.666666666666666,131.78333333333333
2018,Aberdeen City,75plus years,Female,Stroke,0,0,815.3269366,NA,NA,458.51,65.33333333333333,1147.8133333333335
2018,Aberdeen City,75plus years,Female,Subarachnoid Haemorrhage,0,0,57.5187369,NA,NA,51.7,NA,NA
2018,Aberdeen City,75plus years,Female,TIAs and related syndromes,NA,NA,81.27605619575,NA,NA,NA,NA,NA
2018,Aberdeen City,75plus years,Male,Cerebrovascular Disease,NA,NA,1400.2532633675,NA,NA,941.51,10,252.74
2018,Aberdeen City,75plus years,Male,Stroke,NA,NA,1009.9704869575,NA,NA,461.77,51.333333333333336,1316.5533333333333
2018,Aberdeen City,75plus years,Male,Subarachnoid Haemorrhage,0,0,29.406899325,0,0,0,NA,NA
2018,Aberdeen City,75plus years,Male,TIAs and related syndromes,NA,NA,215.4770429075,NA,NA,NA,NA,NA
2018,Aberdeenshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,17.29715088225,0,0,0,1.6666666666666667,9.566666666666666
2018,Aberdeenshire,0-44 years,Female,Stroke,NA,NA,8.90706120475,0,0,0,1.6666666666666667,10.016666666666666
2018,Aberdeenshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,3.7928850905,0,0,0,NA,NA
2018,Aberdeenshire,0-44 years,Female,TIAs and related syndromes,0,0,0.7564754295,NA,NA,NA,NA,NA
2018,Aberdeenshire,0-44 years,Male,Cerebrovascular Disease,0,0,7.3336869085,NA,NA,1.54,1,5.713333333333333
2018,Aberdeenshire,0-44 years,Male,Stroke,0,0,3.9280513839999998,0,0,0,1.5,9.425
2018,Aberdeenshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0.768950229,0,0,0,NA,NA
2018,Aberdeenshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Aberdeenshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,90.28588045,NA,NA,7.71,7.5,39.14
2018,Aberdeenshire,45-64 years,Female,Stroke,0,0,42.623171385,NA,NA,5.11,9,48.04
2018,Aberdeenshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,8.9911090005,0,0,0,NA,NA
2018,Aberdeenshire,45-64 years,Female,TIAs and related syndromes,0,0,9.075261615,NA,NA,NA,NA,NA
2018,Aberdeenshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,170.91079182325,NA,NA,23.73,8,43.015
2018,Aberdeenshire,45-64 years,Male,Stroke,0,0,101.28632894,NA,NA,13.14,23.5,128.97
2018,Aberdeenshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,31.45278151,NA,NA,5.31,NA,NA
2018,Aberdeenshire,45-64 years,Male,TIAs and related syndromes,0,0,6.62850238125,NA,NA,NA,NA,NA
2018,Aberdeenshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,274.658897574,NA,NA,82.66,16,72.67
2018,Aberdeenshire,65-74 years,Female,Stroke,0,0,195.661326,NA,NA,27.81,71.5,323.585
2018,Aberdeenshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,23.857492775,NA,NA,13.52,NA,NA
2018,Aberdeenshire,65-74 years,Female,TIAs and related syndromes,0,0,24.046855761,NA,NA,NA,NA,NA
2018,Aberdeenshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,500.8310756325,NA,NA,155.24,27,140.63
2018,Aberdeenshire,65-74 years,Male,Stroke,0,0,345.95756655,NA,NA,90.97,90.5,453.075
2018,Aberdeenshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,24.22800757475,NA,NA,7.17,NA,NA
2018,Aberdeenshire,65-74 years,Male,TIAs and related syndromes,0,0,35.22648126,NA,NA,NA,NA,NA
2018,Aberdeenshire,75plus years,Female,Cerebrovascular Disease,NA,NA,730.69674537925,NA,NA,539.17,10.666666666666666,157.49
2018,Aberdeenshire,75plus years,Female,Stroke,0,0,535.398784075,NA,NA,283.12,48.666666666666664,685.4866666666667
2018,Aberdeenshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,26.190386320000002,NA,NA,15.19,NA,NA
2018,Aberdeenshire,75plus years,Female,TIAs and related syndromes,NA,NA,82.98692754925,NA,NA,NA,NA,NA
2018,Aberdeenshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1058.1683643575,NA,NA,788.36,12,244.63333333333333
2018,Aberdeenshire,75plus years,Male,Stroke,0,0,817.88038555,NA,NA,398.56,58,1104.58
2018,Aberdeenshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,23.54048964,NA,NA,11.77,NA,NA
2018,Aberdeenshire,75plus years,Male,TIAs and related syndromes,0,0,97.9193016375,NA,NA,NA,NA,NA
2018,Angus,0-44 years,Female,Cerebrovascular Disease,NA,NA,28.419699259250002,0,0,0,1.3333333333333333,19.11
2018,Angus,0-44 years,Female,Stroke,0,0,11.5718144,0,0,0,4,59.42
2018,Angus,0-44 years,Female,Subarachnoid Haemorrhage,0,0,5.7721775407500004,0,0,0,NA,NA
2018,Angus,0-44 years,Female,TIAs and related syndromes,0,0,1.930161251,NA,NA,NA,NA,NA
2018,Angus,0-44 years,Male,Cerebrovascular Disease,0,0,16.07640206,0,0,0,1,15.98
2018,Angus,0-44 years,Male,Stroke,0,0,1.987574818,0,0,0,1,15.98
2018,Angus,0-44 years,Male,Subarachnoid Haemorrhage,0,0,11.92544891,0,0,0,NA,NA
2018,Angus,0-44 years,Male,TIAs and related syndromes,0,0,2.1633783315,NA,NA,NA,NA,NA
2018,Angus,45-64 years,Female,Cerebrovascular Disease,NA,NA,182.9049359975,NA,NA,22.05,4.5,52.5
2018,Angus,45-64 years,Female,Stroke,0,0,84.8180737525,NA,NA,11.32,8.5,99.17
2018,Angus,45-64 years,Female,Subarachnoid Haemorrhage,0,0,52.161347595,NA,NA,10.73,NA,NA
2018,Angus,45-64 years,Female,TIAs and related syndromes,0,0,11.390746095,NA,NA,NA,NA,NA
2018,Angus,45-64 years,Male,Cerebrovascular Disease,NA,NA,249.71790395,NA,NA,17.82,3.5,43.15
2018,Angus,45-64 years,Male,Stroke,0,0,191.68619135,NA,NA,11.77,18,221.32
2018,Angus,45-64 years,Male,Subarachnoid Haemorrhage,0,0,3.039012234,0,0,0,NA,NA
2018,Angus,45-64 years,Male,TIAs and related syndromes,0,0,28.46328842,NA,NA,NA,NA,NA
2018,Angus,65-74 years,Female,Cerebrovascular Disease,NA,NA,359.5924071925,NA,NA,39.57,10.5,85.66
2018,Angus,65-74 years,Female,Stroke,NA,NA,233.5520006925,NA,NA,26.38,63,495.755
2018,Angus,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Angus,65-74 years,Female,TIAs and related syndromes,0,0,49.4101661425,NA,NA,NA,NA,NA
2018,Angus,65-74 years,Male,Cerebrovascular Disease,NA,NA,678.1308001075,NA,NA,54.55,13.5,131.525
2018,Angus,65-74 years,Male,Stroke,0,0,465.49143095,NA,NA,13.56,69,666.91
2018,Angus,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Angus,65-74 years,Male,TIAs and related syndromes,0,0,109.09052896,NA,NA,NA,NA,NA
2018,Angus,75plus years,Female,Cerebrovascular Disease,0,0,1338.7053325,NA,NA,513.53,7.333333333333333,167.80333333333334
2018,Angus,75plus years,Female,Stroke,0,0,1058.899314625,NA,NA,309.92,52,1178.2466666666667
2018,Angus,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Angus,75plus years,Female,TIAs and related syndromes,0,0,143.6726510675,NA,NA,NA,NA,NA
2018,Angus,75plus years,Male,Cerebrovascular Disease,0,0,2028.905845,NA,NA,678.51,7.333333333333333,203.57
2018,Angus,75plus years,Male,Stroke,0,0,1432.835631,NA,NA,276.57,40,1242.3933333333334
2018,Angus,75plus years,Male,Subarachnoid Haemorrhage,0,0,8.8520643,0,0,0,NA,NA
2018,Angus,75plus years,Male,TIAs and related syndromes,0,0,384.897265,NA,NA,NA,NA,NA
2018,Argyll & Bute,0-44 years,Female,Cerebrovascular Disease,NA,NA,62.3373080025,0,0,0,2,54.38
2018,Argyll & Bute,0-44 years,Female,Stroke,0,0,33.646438025,0,0,0,1.5,38.56
2018,Argyll & Bute,0-44 years,Female,Subarachnoid Haemorrhage,0,0,6.457637895,0,0,0,NA,NA
2018,Argyll & Bute,0-44 years,Female,TIAs and related syndromes,0,0,2.8603183945,NA,NA,NA,NA,NA
2018,Argyll & Bute,0-44 years,Male,Cerebrovascular Disease,0,0,5.2984988,0,0,0,1,15.99
2018,Argyll & Bute,0-44 years,Male,Stroke,0,0,0,0,0,0,1,23.15
2018,Argyll & Bute,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Argyll & Bute,0-44 years,Male,TIAs and related syndromes,0,0,2.825406051,NA,NA,NA,NA,NA
2018,Argyll & Bute,45-64 years,Female,Cerebrovascular Disease,0,0,205.2938632,0,0,0,3,43.92
2018,Argyll & Bute,45-64 years,Female,Stroke,0,0,91.139393595,0,0,0,6,89.16499999999999
2018,Argyll & Bute,45-64 years,Female,Subarachnoid Haemorrhage,0,0,55.472534592500004,0,0,0,NA,NA
2018,Argyll & Bute,45-64 years,Female,TIAs and related syndromes,0,0,51.774665855,NA,NA,NA,NA,NA
2018,Argyll & Bute,45-64 years,Male,Cerebrovascular Disease,NA,NA,283.71065704275003,0,0,0,3,46.015
2018,Argyll & Bute,45-64 years,Male,Stroke,0,0,165.4173414,0,0,0,6,92.755
2018,Argyll & Bute,45-64 years,Male,Subarachnoid Haemorrhage,0,0,7.514498676,0,0,0,NA,NA
2018,Argyll & Bute,45-64 years,Male,TIAs and related syndromes,0,0,61.37736696,NA,NA,NA,NA,NA
2018,Argyll & Bute,65-74 years,Female,Cerebrovascular Disease,NA,NA,442.1065433525,NA,NA,46.44,3.5,32.945
2018,Argyll & Bute,65-74 years,Female,Stroke,0,0,267.99282195,NA,NA,16.15,39,366.625
2018,Argyll & Bute,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Argyll & Bute,65-74 years,Female,TIAs and related syndromes,0,0,166.5407176,NA,NA,NA,NA,NA
2018,Argyll & Bute,65-74 years,Male,Cerebrovascular Disease,NA,NA,1136.855141405,NA,NA,50.5,11.5,138.815
2018,Argyll & Bute,65-74 years,Male,Stroke,0,0,842.11442805,0,0,0,56.5,684.11
2018,Argyll & Bute,65-74 years,Male,Subarachnoid Haemorrhage,0,0,25.24869969,0,0,0,NA,NA
2018,Argyll & Bute,65-74 years,Male,TIAs and related syndromes,NA,NA,193.69282225,NA,NA,NA,NA,NA
2018,Argyll & Bute,75plus years,Female,Cerebrovascular Disease,NA,NA,1708.17147773,NA,NA,701.31,3.3333333333333335,84.56
2018,Argyll & Bute,75plus years,Female,Stroke,0,0,1232.803969,NA,NA,467.58,37.333333333333336,1192.3333333333333
2018,Argyll & Bute,75plus years,Female,Subarachnoid Haemorrhage,0,0,24.352230665,0,0,0,NA,NA
2018,Argyll & Bute,75plus years,Female,TIAs and related syndromes,NA,NA,414.89634521,NA,NA,NA,NA,NA
2018,Argyll & Bute,75plus years,Male,Cerebrovascular Disease,NA,NA,1853.6174837625,NA,NA,435.64,6,194.44
2018,Argyll & Bute,75plus years,Male,Stroke,0,0,1382.65060625,NA,NA,181.15,28.666666666666668,1176.8466666666668
2018,Argyll & Bute,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Argyll & Bute,75plus years,Male,TIAs and related syndromes,0,0,309.9037131,NA,NA,NA,NA,NA
2018,City of Edinburgh,0-44 years,Female,Cerebrovascular Disease,NA,NA,12.0202691145,NA,NA,0.8,4,9.77
2018,City of Edinburgh,0-44 years,Female,Stroke,0,0,4.607875384,NA,NA,0.8,2.5,6.045
2018,City of Edinburgh,0-44 years,Female,Subarachnoid Haemorrhage,0,0,3.5079231695,0,0,0,NA,NA
2018,City of Edinburgh,0-44 years,Female,TIAs and related syndromes,0,0,1.7779931615,NA,NA,NA,NA,NA
2018,City of Edinburgh,0-44 years,Male,Cerebrovascular Disease,NA,NA,11.2822935145,0,0,0,1.75,4.6
2018,City of Edinburgh,0-44 years,Male,Stroke,0,0,3.7660054525,0,0,0,6,16.16
2018,City of Edinburgh,0-44 years,Male,Subarachnoid Haemorrhage,0,0,4.55171739625,0,0,0,NA,NA
2018,City of Edinburgh,0-44 years,Male,TIAs and related syndromes,NA,NA,1.4157220825,NA,NA,NA,NA,NA
2018,City of Edinburgh,45-64 years,Female,Cerebrovascular Disease,NA,NA,191.5695269975,NA,NA,16.7,15,49.915000000000006
2018,City of Edinburgh,45-64 years,Female,Stroke,NA,NA,97.798776941,NA,NA,8.27,26.5,89.96
2018,City of Edinburgh,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,68.137024547,NA,NA,8.43,NA,NA
2018,City of Edinburgh,45-64 years,Female,TIAs and related syndromes,0,0,5.79807994,NA,NA,NA,NA,NA
2018,City of Edinburgh,45-64 years,Male,Cerebrovascular Disease,NA,NA,214.67838599499999,NA,NA,18.81,13,43.405
2018,City of Edinburgh,45-64 years,Male,Stroke,NA,NA,158.79508244024998,NA,NA,10.15,50.5,173.92000000000002
2018,City of Edinburgh,45-64 years,Male,Subarachnoid Haemorrhage,0,0,16.481038665,0,0,0,NA,NA
2018,City of Edinburgh,45-64 years,Male,TIAs and related syndromes,0,0,14.456678055249998,NA,NA,NA,NA,NA
2018,City of Edinburgh,65-74 years,Female,Cerebrovascular Disease,NA,NA,384.16988351000003,NA,NA,67.92,24.5,72.565
2018,City of Edinburgh,65-74 years,Female,Stroke,0,0,259.91298015,NA,NA,36.23,192.5,506.47
2018,City of Edinburgh,65-74 years,Female,Subarachnoid Haemorrhage,0,0,36.208028935,NA,NA,4.49,NA,NA
2018,City of Edinburgh,65-74 years,Female,TIAs and related syndromes,0,0,42.9719327025,NA,NA,NA,NA,NA
2018,City of Edinburgh,65-74 years,Male,Cerebrovascular Disease,NA,NA,527.8499604725,NA,NA,70.93,16.5,56.705
2018,City of Edinburgh,65-74 years,Male,Stroke,NA,NA,452.5014423375,NA,NA,35.46,153.5,532.3
2018,City of Edinburgh,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,City of Edinburgh,65-74 years,Male,TIAs and related syndromes,0,0,52.99016294,NA,NA,NA,NA,NA
2018,City of Edinburgh,75plus years,Female,Cerebrovascular Disease,NA,NA,1594.15312253,NA,NA,668.61,12.666666666666666,83.99333333333334
2018,City of Edinburgh,75plus years,Female,Stroke,NA,NA,1313.5795396425,NA,NA,335.94,175.33333333333334,1300.4766666666667
2018,City of Edinburgh,75plus years,Female,Subarachnoid Haemorrhage,0,0,43.447870735,NA,NA,18.95,NA,NA
2018,City of Edinburgh,75plus years,Female,TIAs and related syndromes,0,0,181.59238565,NA,NA,NA,NA,NA
2018,City of Edinburgh,75plus years,Male,Cerebrovascular Disease,NA,NA,1504.7113965150002,NA,NA,670.37,11.333333333333334,128.25333333333333
2018,City of Edinburgh,75plus years,Male,Stroke,NA,NA,1223.2578281675,NA,NA,337.6,99.33333333333333,1126.4666666666667
2018,City of Edinburgh,75plus years,Male,Subarachnoid Haemorrhage,0,0,12.24229959425,NA,NA,12.24,NA,NA
2018,City of Edinburgh,75plus years,Male,TIAs and related syndromes,0,0,132.43412425,NA,NA,NA,NA,NA
2018,Clackmannanshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,41.68155293425,0,0,0,1,32.55
2018,Clackmannanshire,0-44 years,Female,Stroke,0,0,33.3452423475,0,0,0,1,32.55
2018,Clackmannanshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Clackmannanshire,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Clackmannanshire,0-44 years,Male,Cerebrovascular Disease,NA,NA,14.76093318375,NA,NA,8.46,2,71.61
2018,Clackmannanshire,0-44 years,Male,Stroke,0,0,6.6565487139999995,0,0,0,1,23.08
2018,Clackmannanshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NA,NA,8.46,NA,NA
2018,Clackmannanshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Clackmannanshire,45-64 years,Female,Cerebrovascular Disease,0,0,199.15848805,0,0,0,3,72.74
2018,Clackmannanshire,45-64 years,Female,Stroke,0,0,141.276192875,0,0,0,4.5,114.225
2018,Clackmannanshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,57.8822951925,0,0,0,NA,NA
2018,Clackmannanshire,45-64 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2018,Clackmannanshire,45-64 years,Male,Cerebrovascular Disease,0,0,311.3144119,NA,NA,27.28,3,84.42999999999999
2018,Clackmannanshire,45-64 years,Male,Stroke,0,0,220.12431415,NA,NA,12.71,7.5,206.885
2018,Clackmannanshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,19.2713989,0,0,0,NA,NA
2018,Clackmannanshire,45-64 years,Male,TIAs and related syndromes,0,0,28.20922119,NA,NA,NA,NA,NA
2018,Clackmannanshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,335.01564265,NA,NA,31.33,3.5,77.5
2018,Clackmannanshire,65-74 years,Female,Stroke,NA,NA,205.6568433,0,0,0,19,380.21500000000003
2018,Clackmannanshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2018,Clackmannanshire,65-74 years,Female,TIAs and related syndromes,0,0,64.005147,NA,NA,NA,NA,NA
2018,Clackmannanshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,821.906319625,NA,NA,68.12,7.5,190.685
2018,Clackmannanshire,65-74 years,Male,Stroke,0,0,580.788366525,NA,NA,68.12,24,603.765
2018,Clackmannanshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,17.481295015,0,0,0,NA,NA
2018,Clackmannanshire,65-74 years,Male,TIAs and related syndromes,0,0,69.0201358075,NA,NA,NA,NA,NA
2018,Clackmannanshire,75plus years,Female,Cerebrovascular Disease,0,0,1702.481906,NA,NA,612.88,3,149.195
