FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDischargesQF,CrudeRate,CrudeRateQF,EASR
2015/16,S08000028,,All,d,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,268.4716957
2015/16,S08000028,,All,d,under75 years,d,All,d,Stroke,,c,,c,151.9769723
2015/16,S08000028,,All,d,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,34.7293677
2015/16,S08000028,,All,d,under75 years,d,All,d,TIAs and related syndromes,,c,,c,19.60110602
2015/16,S08000028,,All,d,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,313.4332951
2015/16,S08000028,,All,d,under75 years,d,Male,,Stroke,,c,,c,195.506175
2015/16,S08000028,,All,d,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,24.3707905
2015/16,S08000028,,All,d,under75 years,d,Male,,TIAs and related syndromes,,c,,c,13.8137844
2015/16,S08000028,,All,d,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,223.5100962
2015/16,S08000028,,All,d,under75 years,d,Female,,Stroke,,c,,c,108.4477696
2015/16,S08000028,,All,d,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,45.0879449
2015/16,S08000028,,All,d,under75 years,d,Female,,TIAs and related syndromes,,c,,c,25.38842764
2015/16,S08000028,,All,d,75plus years,,All,d,Cerebrovascular Disease,,c,,c,3204.472813
2015/16,S08000028,,All,d,75plus years,,All,d,Stroke,,c,,c,2432.0289
2015/16,S08000028,,All,d,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,24.8015873
2015/16,S08000028,,All,d,75plus years,,All,d,TIAs and related syndromes,,c,,c,406.3972201
2015/16,S08000028,,All,d,75plus years,,Male,,Cerebrovascular Disease,,c,,c,3510.703559
2015/16,S08000028,,All,d,75plus years,,Male,,Stroke,,c,,c,2482.962867
2015/16,S08000028,,All,d,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,All,d,75plus years,,Male,,TIAs and related syndromes,,c,,c,392.733862
2015/16,S08000028,,All,d,75plus years,,Female,,Cerebrovascular Disease,,c,,c,2898.242066
2015/16,S08000028,,All,d,75plus years,,Female,,Stroke,,c,,c,2381.094933
2015/16,S08000028,,All,d,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,49.6031746
2015/16,S08000028,,All,d,75plus years,,Female,,TIAs and related syndromes,,c,,c,420.0605783
2015/16,S08000028,,Elective,,All,d,All,d,Cerebrovascular Disease,4,,14.77650536,,13.60305864
2015/16,S08000028,,Elective,,All,d,All,d,Stroke,1,,3.694126339,,3.19567355
2015/16,S08000028,,Elective,,All,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,All,d,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,All,d,Male,,Cerebrovascular Disease,3,,22.43158367,,20.41659254
2015/16,S08000028,,Elective,,All,d,Male,,Stroke,1,,7.477194557,,6.391347099
2015/16,S08000028,,Elective,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,All,d,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,All,d,Female,,Cerebrovascular Disease,1,,7.301401869,,6.789524733
2015/16,S08000028,,Elective,,All,d,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,All,d,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,All,d,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Male,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,24.8695695
2015/16,S08000028,,Elective,,45-64 years,,All,d,Stroke,,c,,c,12.05914547
2015/16,S08000028,,Elective,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,45-64 years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,24.11829094
2015/16,S08000028,,Elective,,45-64 years,,Male,,Stroke,,c,,c,24.11829094
2015/16,S08000028,,Elective,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,45-64 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,25.62084805
2015/16,S08000028,,Elective,,45-64 years,,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,45-64 years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,66.78688306
2015/16,S08000028,,Elective,,65-74 years,,All,d,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,133.5737661
2015/16,S08000028,,Elective,,65-74 years,,Male,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,Female,,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,65-74 years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,14.94841608
2015/16,S08000028,,Elective,,under75 years,d,All,d,Stroke,,c,,c,3.511729175
2015/16,S08000028,,Elective,,under75 years,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,under75 years,d,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,22.43581598
2015/16,S08000028,,Elective,,under75 years,d,Male,,Stroke,,c,,c,7.023458351
2015/16,S08000028,,Elective,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,under75 years,d,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,7.46101619
2015/16,S08000028,,Elective,,under75 years,d,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,under75 years,d,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,All,d,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,All,d,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Male,,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Male,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Female,,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Elective,,75plus years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Emergency,,All,d,All,d,Cerebrovascular Disease,78,,288.1418545,,240.8098592
2015/16,S08000028,,Emergency,,All,d,All,d,Stroke,49,,181.0121906,,151.2715789
2015/16,S08000028,,Emergency,,All,d,All,d,Subarachnoid Haemorrhage,6,,22.16475803,,20.98930411
2015/16,S08000028,,Emergency,,All,d,All,d,TIAs and related syndromes,14,,51.71776875,,40.37150465
2015/16,S08000028,,Emergency,,All,d,Male,,Cerebrovascular Disease,37,,276.6561986,,255.4396423
2015/16,S08000028,,Emergency,,All,d,Male,,Stroke,24,,179.4526694,,168.2844805
2015/16,S08000028,,Emergency,,All,d,Male,,Subarachnoid Haemorrhage,2,,14.95438911,,14.78494624
2015/16,S08000028,,Emergency,,All,d,Male,,TIAs and related syndromes,5,,37.38597278,,33.69730437
2015/16,S08000028,,Emergency,,All,d,Female,,Cerebrovascular Disease,41,,299.3574766,,226.1800761
2015/16,S08000028,,Emergency,,All,d,Female,,Stroke,25,,182.5350467,,134.2586774
2015/16,S08000028,,Emergency,,All,d,Female,,Subarachnoid Haemorrhage,4,,29.20560748,,27.19366198
2015/16,S08000028,,Emergency,,All,d,Female,,TIAs and related syndromes,9,,65.71261682,,47.04570493
2015/16,S08000028,,Emergency,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,29.83268213
2015/16,S08000028,,Emergency,,0-44 years,,All,d,Stroke,,c,,c,7.670392286
2015/16,S08000028,,Emergency,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,22.16228985
2015/16,S08000028,,Emergency,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Emergency,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,27.37953007
2015/16,S08000028,,Emergency,,0-44 years,,Male,,Stroke,0,,0,,0
2015/16,S08000028,,Emergency,,0-44 years,,Male,,Subarachnoid Haemorrhage,,c,,c,27.37953007
2015/16,S08000028,,Emergency,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Emergency,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,32.2858342
2015/16,S08000028,,Emergency,,0-44 years,,Female,,Stroke,,c,,c,15.34078457
2015/16,S08000028,,Emergency,,0-44 years,,Female,,Subarachnoid Haemorrhage,,c,,c,16.94504962
2015/16,S08000028,,Emergency,,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Emergency,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,205.7204998
2015/16,S08000028,,Emergency,,45-64 years,,All,d,Stroke,,c,,c,108.3500969
2015/16,S08000028,,Emergency,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,25.62084805
2015/16,S08000028,,Emergency,,45-64 years,,All,d,TIAs and related syndromes,,c,,c,46.45044637
2015/16,S08000028,,Emergency,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,190.8304267
2015/16,S08000028,,Emergency,,45-64 years,,Male,,Stroke,,c,,c,143.3944123
2015/16,S08000028,,Emergency,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Emergency,,45-64 years,,Male,,TIAs and related syndromes,,c,,c,47.43601435
2015/16,S08000028,,Emergency,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,220.610573
2015/16,S08000028,,Emergency,,45-64 years,,Female,,Stroke,,c,,c,73.30578153
2015/16,S08000028,,Emergency,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,51.2416961
2015/16,S08000028,,Emergency,,45-64 years,,Female,,TIAs and related syndromes,,c,,c,45.46487838
2015/16,S08000028,,Emergency,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,361.3273164
2015/16,S08000028,,Emergency,,65-74 years,,All,d,Stroke,,c,,c,226.74387
2015/16,S08000028,,Emergency,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Emergency,,65-74 years,,All,d,TIAs and related syndromes,,c,,c,52.64417325
2015/16,S08000028,,Emergency,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,443.0898076
2015/16,S08000028,,Emergency,,65-74 years,,Male,,Stroke,,c,,c,279.2112611
2015/16,S08000028,,Emergency,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Emergency,,65-74 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Emergency,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,279.5648253
2015/16,S08000028,,Emergency,,65-74 years,,Female,,Stroke,,c,,c,174.2764788
2015/16,S08000028,,Emergency,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Emergency,,65-74 years,,Female,,TIAs and related syndromes,,c,,c,105.2883465
2015/16,S08000028,,Emergency,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,119.3021418
2015/16,S08000028,,Emergency,,under75 years,d,All,d,Stroke,,c,,c,62.26691634
2015/16,S08000028,,Emergency,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,20.61226511
2015/16,S08000028,,Emergency,,under75 years,d,All,d,TIAs and related syndromes,,c,,c,19.60110602
2015/16,S08000028,,Emergency,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,122.9444386
2015/16,S08000028,,Emergency,,under75 years,d,Male,,Stroke,,c,,c,73.97439746
2015/16,S08000028,,Emergency,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,16.24719367
2015/16,S08000028,,Emergency,,under75 years,d,Male,,TIAs and related syndromes,,c,,c,13.8137844
2015/16,S08000028,,Emergency,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,115.659845
2015/16,S08000028,,Emergency,,under75 years,d,Female,,Stroke,,c,,c,50.55943522
2015/16,S08000028,,Emergency,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,24.97733655
2015/16,S08000028,,Emergency,,under75 years,d,Female,,TIAs and related syndromes,,c,,c,25.38842764
2015/16,S08000028,,Emergency,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1469.387891
2015/16,S08000028,,Emergency,,75plus years,,All,d,Stroke,,c,,c,1051.207612
2015/16,S08000028,,Emergency,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,24.8015873
2015/16,S08000028,,Emergency,,75plus years,,All,d,TIAs and related syndromes,,c,,c,250.383313
2015/16,S08000028,,Emergency,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1595.113369
2015/16,S08000028,,Emergency,,75plus years,,Male,,Stroke,,c,,c,1121.864209
2015/16,S08000028,,Emergency,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Emergency,,75plus years,,Male,,TIAs and related syndromes,,c,,c,234.741784
2015/16,S08000028,,Emergency,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,1343.662412
2015/16,S08000028,,Emergency,,75plus years,,Female,,Stroke,,c,,c,980.551015
2015/16,S08000028,,Emergency,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,49.6031746
2015/16,S08000028,,Emergency,,75plus years,,Female,,TIAs and related syndromes,,c,,c,266.024842
2015/16,S08000028,,Transfer,,All,d,All,d,Cerebrovascular Disease,90,,332.4713705,,278.2988784
2015/16,S08000028,,Transfer,,All,d,All,d,Stroke,68,,251.2005911,,202.7143933
2015/16,S08000028,,Transfer,,All,d,All,d,Subarachnoid Haemorrhage,3,,11.08237902,,12.84656336
2015/16,S08000028,,Transfer,,All,d,All,d,TIAs and related syndromes,5,,18.4706317,,14.04125164
2015/16,S08000028,,Transfer,,All,d,Male,,Cerebrovascular Disease,49,,366.3825333,,325.3313841
2015/16,S08000028,,Transfer,,All,d,Male,,Stroke,35,,261.7018095,,226.7014498
2015/16,S08000028,,Transfer,,All,d,Male,,Subarachnoid Haemorrhage,1,,7.477194557,,7.392473118
2015/16,S08000028,,Transfer,,All,d,Male,,TIAs and related syndromes,2,,14.95438911,,14.21928701
2015/16,S08000028,,Transfer,,All,d,Female,,Cerebrovascular Disease,41,,299.3574766,,231.2663728
2015/16,S08000028,,Transfer,,All,d,Female,,Stroke,33,,240.9462617,,178.7273369
2015/16,S08000028,,Transfer,,All,d,Female,,Subarachnoid Haemorrhage,2,,14.60280374,,18.30065359
2015/16,S08000028,,Transfer,,All,d,Female,,TIAs and related syndromes,3,,21.90420561,,13.86321627
2015/16,S08000028,,Transfer,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,23.78993214
2015/16,S08000028,,Transfer,,0-44 years,,All,d,Stroke,0,,0,,0
2015/16,S08000028,,Transfer,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,23.78993214
2015/16,S08000028,,Transfer,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,13.68976503
2015/16,S08000028,,Transfer,,0-44 years,,Male,,Stroke,0,,0,,0
2015/16,S08000028,,Transfer,,0-44 years,,Male,,Subarachnoid Haemorrhage,,c,,c,13.68976503
2015/16,S08000028,,Transfer,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,33.89009925
2015/16,S08000028,,Transfer,,0-44 years,,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Transfer,,0-44 years,,Female,,Subarachnoid Haemorrhage,,c,,c,33.89009925
2015/16,S08000028,,Transfer,,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,210.4061115
2015/16,S08000028,,Transfer,,45-64 years,,All,d,Stroke,,c,,c,146.9006428
2015/16,S08000028,,Transfer,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,45-64 years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,145.1384482
2015/16,S08000028,,Transfer,,45-64 years,,Male,,Stroke,,c,,c,95.01492957
2015/16,S08000028,,Transfer,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,45-64 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,275.6737747
2015/16,S08000028,,Transfer,,45-64 years,,Female,,Stroke,,c,,c,198.786356
2015/16,S08000028,,Transfer,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,45-64 years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,509.8766906
2015/16,S08000028,,Transfer,,65-74 years,,All,d,Stroke,,c,,c,376.3029245
2015/16,S08000028,,Transfer,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,1019.753381
2015/16,S08000028,,Transfer,,65-74 years,,Male,,Stroke,,c,,c,752.605849
2015/16,S08000028,,Transfer,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,Female,,Cerebrovascular Disease,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,Female,,Stroke,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,65-74 years,,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,134.2211378
2015/16,S08000028,,Transfer,,under75 years,d,All,d,Stroke,,c,,c,86.19832682
2015/16,S08000028,,Transfer,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,14.11710259
2015/16,S08000028,,Transfer,,under75 years,d,All,d,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,168.0530406
2015/16,S08000028,,Transfer,,under75 years,d,Male,,Stroke,,c,,c,114.5083192
2015/16,S08000028,,Transfer,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,8.123596833
2015/16,S08000028,,Transfer,,under75 years,d,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,100.389235
2015/16,S08000028,,Transfer,,under75 years,d,Female,,Stroke,,c,,c,57.88833443
2015/16,S08000028,,Transfer,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,20.11060835
2015/16,S08000028,,Transfer,,under75 years,d,Female,,TIAs and related syndromes,0,,0,,0
2015/16,S08000028,,Transfer,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1735.084922
2015/16,S08000028,,Transfer,,75plus years,,All,d,Stroke,,c,,c,1380.821288
2015/16,S08000028,,Transfer,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,75plus years,,All,d,TIAs and related syndromes,,c,,c,156.0139071
2015/16,S08000028,,Transfer,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1915.59019
2015/16,S08000028,,Transfer,,75plus years,,Male,,Stroke,,c,,c,1361.098659
2015/16,S08000028,,Transfer,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,75plus years,,Male,,TIAs and related syndromes,,c,,c,157.9920779
2015/16,S08000028,,Transfer,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,1554.579654
2015/16,S08000028,,Transfer,,75plus years,,Female,,Stroke,,c,,c,1400.543918
2015/16,S08000028,,Transfer,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2015/16,S08000028,,Transfer,,75plus years,,Female,,TIAs and related syndromes,,c,,c,154.0357363
2015/16,S08000030,,All,d,All,d,All,d,Cerebrovascular Disease,2462,,593.1958365,,578.5415691
2015/16,S08000030,,All,d,All,d,All,d,Stroke,1690,,407.1896685,,397.045761
2015/16,S08000030,,All,d,All,d,All,d,Subarachnoid Haemorrhage,143,,34.45451041,,34.32610806
2015/16,S08000030,,All,d,All,d,All,d,TIAs and related syndromes,229,,55.17540478,,52.18128496
2015/16,S08000030,,All,d,All,d,Male,,Cerebrovascular Disease,1218,,603.6097648,,651.7404441
2015/16,S08000030,,All,d,All,d,Male,,Stroke,832,,412.3180003,,449.3943481
2015/16,S08000030,,All,d,All,d,Male,,Subarachnoid Haemorrhage,57,,28.24774761,,28.87545028
2015/16,S08000030,,All,d,All,d,Male,,TIAs and related syndromes,111,,55.00877167,,57.20023177
2015/16,S08000030,,All,d,All,d,Female,,Cerebrovascular Disease,1244,,583.3419303,,505.3426941
2015/16,S08000030,,All,d,All,d,Female,,Stroke,858,,402.3371191,,344.6971739
2015/16,S08000030,,All,d,All,d,Female,,Subarachnoid Haemorrhage,86,,40.32749679,,39.77676583
2015/16,S08000030,,All,d,All,d,Female,,TIAs and related syndromes,118,,55.33307699,,47.16233815
2015/16,S08000030,,All,d,0-44 years,,All,d,Cerebrovascular Disease,66,,30.46697564,,33.13109782
2015/16,S08000030,,All,d,0-44 years,,All,d,Stroke,42,,19.38807541,,21.12994966
2015/16,S08000030,,All,d,0-44 years,,All,d,Subarachnoid Haemorrhage,12,,5.539450117,,5.655825553
2015/16,S08000030,,All,d,0-44 years,,All,d,TIAs and related syndromes,2,,0.923241686,,1.017421157
2015/16,S08000030,,All,d,0-44 years,,Male,,Cerebrovascular Disease,30,,27.60397497,,30.9488324
2015/16,S08000030,,All,d,0-44 years,,Male,,Stroke,22,,20.24291498,,22.82314018
2015/16,S08000030,,All,d,0-44 years,,Male,,Subarachnoid Haemorrhage,5,,4.600662495,,4.80865973
2015/16,S08000030,,All,d,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2015/16,S08000030,,All,d,0-44 years,,Female,,Cerebrovascular Disease,36,,33.34939045,,35.31336325
2015/16,S08000030,,All,d,0-44 years,,Female,,Stroke,20,,18.52743914,,19.43675914
2015/16,S08000030,,All,d,0-44 years,,Female,,Subarachnoid Haemorrhage,7,,6.484603698,,6.502991376
2015/16,S08000030,,All,d,0-44 years,,Female,,TIAs and related syndromes,2,,1.852743914,,2.034842314
2015/16,S08000030,,All,d,45-64 years,,All,d,Cerebrovascular Disease,595,,525.5208839,,525.4947225
2015/16,S08000030,,All,d,45-64 years,,All,d,Stroke,349,,308.2467034,,308.6506754
2015/16,S08000030,,All,d,45-64 years,,All,d,Subarachnoid Haemorrhage,101,,89.20606601,,88.26779739
2015/16,S08000030,,All,d,45-64 years,,All,d,TIAs and related syndromes,51,,45.04464719,,45.0480185
2015/16,S08000030,,All,d,45-64 years,,Male,,Cerebrovascular Disease,312,,565.3300477,,563.0383511
2015/16,S08000030,,All,d,45-64 years,,Male,,Stroke,201,,364.2030115,,363.1568886
2015/16,S08000030,,All,d,45-64 years,,Male,,Subarachnoid Haemorrhage,38,,68.85430068,,67.58320496
2015/16,S08000030,,All,d,45-64 years,,Male,,TIAs and related syndromes,26,,47.1108373,,47.02797642
2015/16,S08000030,,All,d,45-64 years,,Female,,Cerebrovascular Disease,283,,487.6619796,,487.9510939
2015/16,S08000030,,All,d,45-64 years,,Female,,Stroke,148,,255.0317066,,254.1444622
2015/16,S08000030,,All,d,45-64 years,,Female,,Subarachnoid Haemorrhage,63,,108.560794,,108.9523898
2015/16,S08000030,,All,d,45-64 years,,Female,,TIAs and related syndromes,25,,43.07968018,,43.06806057
2015/16,S08000030,,All,d,65-74 years,,All,d,Cerebrovascular Disease,530,,1158.545916,,1209.597143
2015/16,S08000030,,All,d,65-74 years,,All,d,Stroke,358,,782.5649769,,823.8402905
2015/16,S08000030,,All,d,65-74 years,,All,d,Subarachnoid Haemorrhage,16,,34.97497104,,35.70319466
2015/16,S08000030,,All,d,65-74 years,,All,d,TIAs and related syndromes,65,,142.0858198,,149.5079781
2015/16,S08000030,,All,d,65-74 years,,Male,,Cerebrovascular Disease,309,,1420.232569,,1477.201076
2015/16,S08000030,,All,d,65-74 years,,Male,,Stroke,200,,919.2443811,,973.9637067
2015/16,S08000030,,All,d,65-74 years,,Male,,Subarachnoid Haemorrhage,1,,4.596221906,,4.10669952
